Exam,Unit,Subject,Month,Year,Paper,Number,Section,Topic,Difficulty,Correct,Question,Answer A,Answer B,Answer C,Answer D,Validated Question Code,Validated Answer A Code,Validated Answer B Code,Validated Answer C Code,Validated Answer D Code,Q,A,B,C,D,Question Diagram Path Prefix,A Diagram Path Prefix,B Diagram Path Prefix,C Diagram Path Prefix,D Diagram Path Prefix
cape,1,Chemistry,May,2022,1,23,Kinetics and Equlilibria,Solubility Product,3,A,"\text{In a saturated solution of silver carbonate, equilibrium can be established between dissolved ions and undissolved salt according to the following equation.}
( \text{Ag}_2 \text{CO}_3 \text{(s)} \rightarrow 2 \text{Ag}^+\text{(aq)} + \text{CO}_3^{2-}\text{(aq)} )
\text{What is the solubility of the } ( \text{Ag}_2 \text{CO}_3 \text{(s)} ) \text{ at } ( 20 \text{ }^\circ\text{C} ) \text{ given that the solubility product of silver carbonate is } ( 8 \times 10^{-12}\text{ mol}^3 \text{ dm}^{-9} )\text{?}",1.3 \times 10^{-4}\text{ mol dm}^{-3},1.6 \times 10^{-4}\text{ mol dm}^{-3},1.3 \times 10^{-5}\text{ mol dm}^{-3},1.6 \times 10^{-5}\text{ mol dm}^{-3},"LaTeX(""In a saturated solution of silver carbonate, equilibrium can be established between dissolved ions and undissolved salt according to the following equation.\n$($Ag$_2$CO$_3$(s)$\\rightarrow 2$Ag$^+$(aq)$+$CO$_3^{2-}$(aq)$)$\nWhat is the solubility of the $($Ag$_2$CO$_3$(s)$)$ at $( 20$ $^\\circ$C$)$ given that the solubility product of silver carbonate is $( 8 \\times 10^{-12}$ mol$^3$ dm$^{-9} )$?"").parsingMode(.onlyEquations)","LaTeX(""$1.3 \\times 10^{-4}$ mol dm$^{-3}$"").parsingMode(.onlyEquations)","LaTeX(""$1.6 \\times 10^{-4}$ mol dm$^{-3}$"").parsingMode(.onlyEquations)","LaTeX(""$1.3 \\times 10^{-5}$ mol dm$^{-3}$"").parsingMode(.onlyEquations)","LaTeX(""$1.6 \\times 10^{-5}$ mol dm$^{-3}$"").parsingMode(.onlyEquations)","In a saturated solution of silver carbonate, equilibrium can be established between dissolved ions and undissolved salt according to the following equation.
$($Ag$_2$CO$_3$(s)$\rightarrow 2$Ag$^+$(aq)$+$CO$_3^{2-}$(aq)$)$
What is the solubility of the $($Ag$_2$CO$_3$(s)$)$ at $( 20$ $^\circ$C$)$ given that the solubility product of silver carbonate is $( 8 \times 10^{-12}$ mol$^3$ dm$^{-9} )$?",$1.3 \times 10^{-4}$ mol dm$^{-3}$,$1.6 \times 10^{-4}$ mol dm$^{-3}$,$1.3 \times 10^{-5}$ mol dm$^{-3}$,$1.6 \times 10^{-5}$ mol dm$^{-3}$,cape_1_chemistry_may_2022_1_23,cape_1_chemistry_may_2022_1_23_a,cape_1_chemistry_may_2022_1_23_b,cape_1_chemistry_may_2022_1_23_c,cape_1_chemistry_may_2022_1_23_d
cape,1,Chemistry,May,2022,1,26,Kinetics and Equlilibria,Rates of Reaction,3,B,"\text{Which of the following graphs, A, B, C or D, correctly depicts the } ( \text{E}_a ) \text{ and the distribution of energy of molecules in a chemical reaction at } ( 30 \text{ }^\circ\text{C} ) \text{ and } ( 60 \text{ }^\circ\text{C} )\text{?}",\text{Graph A showing higher peak at 60 ^\circ C},\text{Graph B showing lower peak at 60 ^\circ C shifted right},\text{Graph C showing lower peak at 60 ^\circ C shifted right with different tail},\text{Graph D showing lower peak at 60 ^\circ C shifted left},"LaTeX(""Which of the following graphs, A, B, C or D, correctly depicts the $($E$_a )$ and the distribution of energy of molecules in a chemical reaction at $( 30$ $^\\circ$C$)$ and $( 60$ $^\\circ$C$)$?"").parsingMode(.onlyEquations)","LaTeX(""Graph A showing higher peak at 60 ^\\circ C"").parsingMode(.onlyEquations)","LaTeX(""Graph B showing lower peak at 60 ^\\circ C shifted right"").parsingMode(.onlyEquations)","LaTeX(""Graph C showing lower peak at 60 ^\\circ C shifted right with different tail"").parsingMode(.onlyEquations)","LaTeX(""Graph D showing lower peak at 60 ^\\circ C shifted left"").parsingMode(.onlyEquations)","Which of the following graphs, A, B, C or D, correctly depicts the $($E$_a )$ and the distribution of energy of molecules in a chemical reaction at $( 30$ $^\circ$C$)$ and $( 60$ $^\circ$C$)$?",Graph A showing higher peak at 60 ^\circ C,Graph B showing lower peak at 60 ^\circ C shifted right,Graph C showing lower peak at 60 ^\circ C shifted right with different tail,Graph D showing lower peak at 60 ^\circ C shifted left,cape_1_chemistry_may_2022_1_26,cape_1_chemistry_may_2022_1_26_a,cape_1_chemistry_may_2022_1_26_b,cape_1_chemistry_may_2022_1_26_c,cape_1_chemistry_may_2022_1_26_d
cape,1,Chemistry,May,2022,1,27,Kinetics and Equlilibria,Solubility Product,3,A,"\text{Marine animals such as oysters and other shellfish rely on the slow precipitation of calcium carbonate to form their shells. Which of the following properties help this process?}
I. \text{Greater ionic product of } ( \text{Ca}^{2+} ) \text{ and } ( \text{CO}_3^{2-} ) \text{ ions}
II. \text{Smaller solubility product of } ( \text{CaCO}_3 \text{(s)} )
III. \text{Greater solubility product of } ( \text{CaCO}_3 \text{(s)} )",\text{I and II only},\text{I and III only},\text{II and III only},"\text{I, II and III}","LaTeX(""Marine animals such as oysters and other shellfish rely on the slow precipitation of calcium carbonate to form their shells. Which of the following properties help this process?\n$I.$Greater ionic product of $($Ca$^{2+} )$ and $($CO$_3^{2-} )$ ions\n$II.$Smaller solubility product of $($CaCO$_3$(s)$)$\n$III.$Greater solubility product of $($CaCO$_3$(s)$)$"").parsingMode(.onlyEquations)","LaTeX(""I and II only"").parsingMode(.onlyEquations)","LaTeX(""I and III only"").parsingMode(.onlyEquations)","LaTeX(""II and III only"").parsingMode(.onlyEquations)","LaTeX(""I, II and III"").parsingMode(.onlyEquations)","Marine animals such as oysters and other shellfish rely on the slow precipitation of calcium carbonate to form their shells. Which of the following properties help this process?
$I.$Greater ionic product of $($Ca$^{2+} )$ and $($CO$_3^{2-} )$ ions
$II.$Smaller solubility product of $($CaCO$_3$(s)$)$
$III.$Greater solubility product of $($CaCO$_3$(s)$)$",I and II only,I and III only,II and III only,"I, II and III",cape_1_chemistry_may_2022_1_27,cape_1_chemistry_may_2022_1_27_a,cape_1_chemistry_may_2022_1_27_b,cape_1_chemistry_may_2022_1_27_c,cape_1_chemistry_may_2022_1_27_d
cape,1,Chemistry,May,2022,1,28,Kinetics and Equlilibria,Redox Equilibria,2,D,"\text{What is the potential for a cell with the following reaction?}
( \text{Zn(s)} + \text{Br}_2 \text{(aq)} \rightarrow \text{Zn}^{2+}\text{(aq)} + 2 \text{Br}^-\text{(aq)} )",[+1.07 + (-0.76)] \text{ V},[-1.07 + (-0.76)] \text{ V},[-1.07 - (-0.76)] \text{ V},[+1.07 - (-0.76)] \text{ V},"LaTeX(""What is the potential for a cell with the following reaction?\n$($Zn(s)$+$Br$_2$(aq)$\\rightarrow$Zn$^{2+}$(aq)$+ 2$Br$^-$(aq)$)$"").parsingMode(.onlyEquations)","LaTeX(""$[+1.07 + (-0.76)]$ V"").parsingMode(.onlyEquations)","LaTeX(""$[-1.07 + (-0.76)]$ V"").parsingMode(.onlyEquations)","LaTeX(""$[-1.07 - (-0.76)]$ V"").parsingMode(.onlyEquations)","LaTeX(""$[+1.07 - (-0.76)]$ V"").parsingMode(.onlyEquations)","What is the potential for a cell with the following reaction?
$($Zn(s)$+$Br$_2$(aq)$\rightarrow$Zn$^{2+}$(aq)$+ 2$Br$^-$(aq)$)$",$[+1.07 + (-0.76)]$ V,$[-1.07 + (-0.76)]$ V,$[-1.07 - (-0.76)]$ V,$[+1.07 - (-0.76)]$ V,cape_1_chemistry_may_2022_1_28,cape_1_chemistry_may_2022_1_28_a,cape_1_chemistry_may_2022_1_28_b,cape_1_chemistry_may_2022_1_28_c,cape_1_chemistry_may_2022_1_28_d
cape,1,Chemistry,May,2022,1,29,Kinetics and Equlilibria,Principles of Chemical Equilibrium,3,A,"\text{The value of } ( \text{K}_c ) \text{ for the equilibrium } ( \text{H}_2 \text{(g)} + \text{I}_2 \text{(g)} \rightleftharpoons 2 \text{HI(g)} ) \text{ is 860 at } ( 25 \text{ }^\circ\text{C} )\text{.}
\text{What is the value of } ( \text{K}_c ) \text{ at } ( 25 \text{ }^\circ\text{C} ) \text{ for the following equilibrium?}
( \frac{1}{2}\text{H}_2 \text{(g)} + \frac{1}{2}\text{I}_2 \text{(g)} \rightleftharpoons \text{HI(g)} )",-29,-215,-430,-1720,"LaTeX(""The value of $($K$_c )$ for the equilibrium $($H$_2$(g)$+$I$_2$(g)$\\rightleftharpoons 2$HI(g)$)$ is 860 at $( 25$ $^\\circ$C$)$.\nWhat is the value of $($K$_c )$ at $( 25$ $^\\circ$C$)$ for the following equilibrium?\n$( \\frac{1}{2}$H$_2$(g)$+ \\frac{1}{2}$I$_2$(g)$\\rightleftharpoons$HI(g)$)$"").parsingMode(.onlyEquations)","LaTeX(""( 29 )"").parsingMode(.onlyEquations)","LaTeX(""( 215 )"").parsingMode(.onlyEquations)","LaTeX(""( 430 )"").parsingMode(.onlyEquations)","LaTeX(""( 1720 )"").parsingMode(.onlyEquations)","The value of $($K$_c )$ for the equilibrium $($H$_2$(g)$+$I$_2$(g)$\rightleftharpoons 2$HI(g)$)$ is 860 at $( 25$ $^\circ$C$)$.
What is the value of $($K$_c )$ at $( 25$ $^\circ$C$)$ for the following equilibrium?
$( \frac{1}{2}$H$_2$(g)$+ \frac{1}{2}$I$_2$(g)$\rightleftharpoons$HI(g)$)$",-29,-215,-430,-1720,cape_1_chemistry_may_2022_1_29,cape_1_chemistry_may_2022_1_29_a,cape_1_chemistry_may_2022_1_29_b,cape_1_chemistry_may_2022_1_29_c,cape_1_chemistry_may_2022_1_29_d
cape,1,Chemistry,May,2022,1,33,Chemistry of the Elements,Identification of Cations and Anions,3,D,"\text{Item 33 refers to the reaction of the } ( \text{X}^{2+} ) \text{ ion only, with the reagents indicated.}
\text{Which of the following reagents does NOT aid in the identification of } ( \text{X}^{2+} )\text{?}",\text{Dilute HCl},\text{Aqueous KI},\text{Dilute } ( \text{HNO}_3 ),\text{Dilute } ( \text{H}_2 \text{SO}_4 ),"LaTeX(""Item 33 refers to the reaction of the $($X$^{2+} )$ ion only, with the reagents indicated.\nWhich of the following reagents does NOT aid in the identification of $($X$^{2+} )$?"").parsingMode(.onlyEquations)","LaTeX(""Dilute HCl"").parsingMode(.onlyEquations)","LaTeX(""Aqueous KI"").parsingMode(.onlyEquations)","LaTeX(""Dilute $($HNO$_3 )$"").parsingMode(.onlyEquations)","LaTeX(""Dilute $($H$_2$SO$_4 )$"").parsingMode(.onlyEquations)","Item 33 refers to the reaction of the $($X$^{2+} )$ ion only, with the reagents indicated.
Which of the following reagents does NOT aid in the identification of $($X$^{2+} )$?",Dilute HCl,Aqueous KI,Dilute $($HNO$_3 )$,Dilute $($H$_2$SO$_4 )$,cape_1_chemistry_may_2022_1_33,cape_1_chemistry_may_2022_1_33_a,cape_1_chemistry_may_2022_1_33_b,cape_1_chemistry_may_2022_1_33_c,cape_1_chemistry_may_2022_1_33_d
cape,1,Chemistry,May,2022,1,36,Chemistry of the Elements,Period 3: Sodium to Argon,3,A,\text{Which of the following compounds would produce the LOWEST pH when } ( 0.5 \text{ mol} ) \text{ of it is bubbled into 1 litre of water?},\text{SO}_3,\text{SO}_2,\text{CaO},\text{Na}_2 \text{O},"LaTeX(""Which of the following compounds would produce the LOWEST pH when $( 0.5$ mol$)$ of it is bubbled into 1 litre of water?"").parsingMode(.onlyEquations)","LaTeX(""SO$_3$"").parsingMode(.onlyEquations)","LaTeX(""SO$_2$"").parsingMode(.onlyEquations)","LaTeX(""CaO"").parsingMode(.onlyEquations)","LaTeX(""Na$_2$O"").parsingMode(.onlyEquations)",Which of the following compounds would produce the LOWEST pH when $( 0.5$ mol$)$ of it is bubbled into 1 litre of water?,SO$_3$,SO$_2$,CaO,Na$_2$O,cape_1_chemistry_may_2022_1_36,cape_1_chemistry_may_2022_1_36_a,cape_1_chemistry_may_2022_1_36_b,cape_1_chemistry_may_2022_1_36_c,cape_1_chemistry_may_2022_1_36_d
cape,2,Chemistry,May,2022,1,2,The Chemistry of Carbon Compounds,"Functional Group Analysis, Reactions and Mechanisms",3,A,\text{Which pair of compounds can be used to make propyl methanoate?},\text{C}_3 \text{H}_7 \text{OH} ) \text{ and } ( \text{HCOOH},\text{C}_3 \text{H}_7 \text{OH} ) \text{ and } ( \text{CH}_3 \text{COOH},\text{CH}_3 \text{OH} ) \text{ and } ( \text{CH}_3 \text{COOH},\text{CH}_3 \text{OH} ) \text{ and } ( \text{C}_2 \text{H}_5 \text{COOH},"LaTeX(""Which pair of compounds can be used to make propyl methanoate?"").parsingMode(.onlyEquations)","LaTeX(""C$_3$H$_7$OH$)$ and $($HCOOH"").parsingMode(.onlyEquations)","LaTeX(""C$_3$H$_7$OH$)$ and $($CH$_3$COOH"").parsingMode(.onlyEquations)","LaTeX(""CH$_3$OH$)$ and $($CH$_3$COOH"").parsingMode(.onlyEquations)","LaTeX(""CH$_3$OH$)$ and $($C$_2$H$_5$COOH"").parsingMode(.onlyEquations)",Which pair of compounds can be used to make propyl methanoate?,C$_3$H$_7$OH$)$ and $($HCOOH,C$_3$H$_7$OH$)$ and $($CH$_3$COOH,CH$_3$OH$)$ and $($CH$_3$COOH,CH$_3$OH$)$ and $($C$_2$H$_5$COOH,cape_2_chemistry_may_2022_1_2,cape_2_chemistry_may_2022_1_2_a,cape_2_chemistry_may_2022_1_2_b,cape_2_chemistry_may_2022_1_2_c,cape_2_chemistry_may_2022_1_2_d
cape,2,Chemistry,May,2022,1,3,The Chemistry of Carbon Compounds,Acidic and Basic Character of Organic Compunds,4,C,"\text{Item 3 refers to the three amines, X, Y and Z, with the following formulae.}
\text{X: } ( \text{CH}_2 \text{Cl CHCl NH}_2 )
\text{Y: } ( \text{CH}_3 \text{ CH}_2 \text{ NH}_2 )
\text{Z: } ( \text{C}_6 \text{H}_5 \text{CH}_2 \text{ NH}_2 )
\text{Which of the following sets of pH values is LIKELY to be for the amines, X, Y and Z respectively?}","\text{X: 7.7, Y: 9.8, Z: 8.5}","\text{X: 9.8, Y: 8.9, Z: 7.7}","\text{X: 9.5, Y: 13.0, Z: 9.0}","\text{X: 13.0, Y: 10.0, Z: 9.0}","LaTeX(""Item 3 refers to the three amines, X, Y and Z, with the following formulae.\nX: $($CH$_2$Cl CHCl NH$_2 )$\nY: $($CH$_3$ CH$_2$ NH$_2 )$\nZ: $($C$_6$H$_5$CH$_2$ NH$_2 )$\nWhich of the following sets of pH values is LIKELY to be for the amines, X, Y and Z respectively?"").parsingMode(.onlyEquations)","LaTeX(""X: 7.7, Y: 9.8, Z: 8.5"").parsingMode(.onlyEquations)","LaTeX(""X: 9.8, Y: 8.9, Z: 7.7"").parsingMode(.onlyEquations)","LaTeX(""X: 9.5, Y: 13.0, Z: 9.0"").parsingMode(.onlyEquations)","LaTeX(""X: 13.0, Y: 10.0, Z: 9.0"").parsingMode(.onlyEquations)","Item 3 refers to the three amines, X, Y and Z, with the following formulae.
X: $($CH$_2$Cl CHCl NH$_2 )$
Y: $($CH$_3$ CH$_2$ NH$_2 )$
Z: $($C$_6$H$_5$CH$_2$ NH$_2 )$
Which of the following sets of pH values is LIKELY to be for the amines, X, Y and Z respectively?","X: 7.7, Y: 9.8, Z: 8.5","X: 9.8, Y: 8.9, Z: 7.7","X: 9.5, Y: 13.0, Z: 9.0","X: 13.0, Y: 10.0, Z: 9.0",cape_2_chemistry_may_2022_1_3,cape_2_chemistry_may_2022_1_3_a,cape_2_chemistry_may_2022_1_3_b,cape_2_chemistry_may_2022_1_3_c,cape_2_chemistry_may_2022_1_3_d
cape,2,Chemistry,May,2022,1,6,The Chemistry of Carbon Compounds,"Functional Group Analysis, Reactions and Mechanisms",3,B,\text{An alcohol is treated with acidified } ( \text{K}_2 \text{Cr}_2 \text{O}_7 ) \text{ and the resulting mixture gives a positive tri-iodoform test. Which of the following structures BEST represents the alcohol used?},\text{CH}_3 \text{-OH},[Diagram],[Diagram],[Diagram],"LaTeX(""An alcohol is treated with acidified $($K$_2$Cr$_2$O$_7 )$ and the resulting mixture gives a positive tri-iodoform test. Which of the following structures BEST represents the alcohol used?"").parsingMode(.onlyEquations)","LaTeX(""CH$_3$-OH"").parsingMode(.onlyEquations)","LaTeX(""[Diagram]"").parsingMode(.onlyEquations)","LaTeX(""[Diagram]"").parsingMode(.onlyEquations)","LaTeX(""[Diagram]"").parsingMode(.onlyEquations)",An alcohol is treated with acidified $($K$_2$Cr$_2$O$_7 )$ and the resulting mixture gives a positive tri-iodoform test. Which of the following structures BEST represents the alcohol used?,CH$_3$-OH,[Diagram],[Diagram],[Diagram],cape_2_chemistry_may_2022_1_6,cape_2_chemistry_may_2022_1_6_a,cape_2_chemistry_may_2022_1_6_b,cape_2_chemistry_may_2022_1_6_c,cape_2_chemistry_may_2022_1_6_d
cape,2,Chemistry,May,2022,1,7,The Chemistry of Carbon Compounds,"Functional Group Analysis, Reactions and Mechanisms",2,D,\text{Which of the following reaction mechanisms occurs between benzene and concentrated } ( \text{HNO}_3/\text{H}_2 \text{SO}_4 ) \text{?},\text{Nucleophilic addition},\text{Electrophilic addition},\text{Nucleophilic substitution},\text{Electrophilic substitution},"LaTeX(""Which of the following reaction mechanisms occurs between benzene and concentrated $($HNO$_3/$H$_2$SO$_4 )$?"").parsingMode(.onlyEquations)","LaTeX(""Nucleophilic addition"").parsingMode(.onlyEquations)","LaTeX(""Electrophilic addition"").parsingMode(.onlyEquations)","LaTeX(""Nucleophilic substitution"").parsingMode(.onlyEquations)","LaTeX(""Electrophilic substitution"").parsingMode(.onlyEquations)",Which of the following reaction mechanisms occurs between benzene and concentrated $($HNO$_3/$H$_2$SO$_4 )$?,Nucleophilic addition,Electrophilic addition,Nucleophilic substitution,Electrophilic substitution,cape_2_chemistry_may_2022_1_7,cape_2_chemistry_may_2022_1_7_a,cape_2_chemistry_may_2022_1_7_b,cape_2_chemistry_may_2022_1_7_c,cape_2_chemistry_may_2022_1_7_d
cape,2,Chemistry,May,2022,1,9,The Chemistry of Carbon Compounds,Acidic and Basic Character of Organic Compunds,4,C,"\text{Item 9 refers to the compounds, P, Q, R and S, with the following structures.}
\text{S: } ( \text{C}_6 \text{H}_5 \text{OH} )
\text{P: } ( \text{CH}_3(\text{CH}_2)_4 \text{CH}_2 \text{OH} )
\text{Q: } ( \text{CH}_3(\text{CH}_2)_4 \text{CH}_2 \text{COOH} )
\text{R: } ( \text{CH}_3(\text{CH}_2)_3 \text{CHClCOOH} )
\text{The correct sequence of the compounds, in order of DECREASING acid strength, is}","\text{P, S, Q, R}","\text{Q, R, S, P}","\text{R, Q, S, P}","\text{S, R, Q, P}","LaTeX(""Item 9 refers to the compounds, P, Q, R and S, with the following structures.\nS: $($C$_6$H$_5$OH$)$\nP: $($CH$_3($CH$_2)_4$CH$_2$OH$)$\nQ: $($CH$_3($CH$_2)_4$CH$_2$COOH$)$\nR: $($CH$_3($CH$_2)_3$CHClCOOH$)$\nThe correct sequence of the compounds, in order of DECREASING acid strength, is"").parsingMode(.onlyEquations)","LaTeX(""P, S, Q, R"").parsingMode(.onlyEquations)","LaTeX(""Q, R, S, P"").parsingMode(.onlyEquations)","LaTeX(""R, Q, S, P"").parsingMode(.onlyEquations)","LaTeX(""S, R, Q, P"").parsingMode(.onlyEquations)","Item 9 refers to the compounds, P, Q, R and S, with the following structures.
S: $($C$_6$H$_5$OH$)$
P: $($CH$_3($CH$_2)_4$CH$_2$OH$)$
Q: $($CH$_3($CH$_2)_4$CH$_2$COOH$)$
R: $($CH$_3($CH$_2)_3$CHClCOOH$)$
The correct sequence of the compounds, in order of DECREASING acid strength, is","P, S, Q, R","Q, R, S, P","R, Q, S, P","S, R, Q, P",cape_2_chemistry_may_2022_1_9,cape_2_chemistry_may_2022_1_9_a,cape_2_chemistry_may_2022_1_9_b,cape_2_chemistry_may_2022_1_9_c,cape_2_chemistry_may_2022_1_9_d
cape,2,Chemistry,May,2022,1,12,The Chemistry of Carbon Compounds,Macromolecules,3,A,\text{Nylon 66 can be made by the condensation polymerization of } ( \text{H}_2 \text{N(CH}_2 \text{)}_6 \text{NH}_2 ) \text{ and } ( \text{HOOC(CH}_2 \text{)}_4 \text{COOH} ) \text{. The repeat unit is},\text{-NH(CH}_2 \text{)}_6 \text{NHCO(CH}_2 \text{)}_4 \text{CO-},\text{-NH}_2(\text{CH}_2)_6 \text{NHCO(CH}_2)_4 \text{COO-},\text{-OOC(CH}_2)_4 \text{CONH(CH}_2)_6 \text{NH-},\text{-NH}_2(\text{CH}_2)_6 \text{NHCO(CH}_2)_4 \text{COOH-},"LaTeX(""Nylon 66 can be made by the condensation polymerization of $($H$_2$N(CH$_2$)$_6$NH$_2 )$ and $($HOOC(CH$_2$)$_4$COOH$)$. The repeat unit is"").parsingMode(.onlyEquations)","LaTeX(""-NH(CH$_2$)$_6$NHCO(CH$_2$)$_4$CO-"").parsingMode(.onlyEquations)","LaTeX(""-NH$_2($CH$_2)_6$NHCO(CH$_2)_4$COO-"").parsingMode(.onlyEquations)","LaTeX(""-OOC(CH$_2)_4$CONH(CH$_2)_6$NH-"").parsingMode(.onlyEquations)","LaTeX(""-NH$_2($CH$_2)_6$NHCO(CH$_2)_4$COOH-"").parsingMode(.onlyEquations)",Nylon 66 can be made by the condensation polymerization of $($H$_2$N(CH$_2$)$_6$NH$_2 )$ and $($HOOC(CH$_2$)$_4$COOH$)$. The repeat unit is,-NH(CH$_2$)$_6$NHCO(CH$_2$)$_4$CO-,-NH$_2($CH$_2)_6$NHCO(CH$_2)_4$COO-,-OOC(CH$_2)_4$CONH(CH$_2)_6$NH-,-NH$_2($CH$_2)_6$NHCO(CH$_2)_4$COOH-,cape_2_chemistry_may_2022_1_12,cape_2_chemistry_may_2022_1_12_a,cape_2_chemistry_may_2022_1_12_b,cape_2_chemistry_may_2022_1_12_c,cape_2_chemistry_may_2022_1_12_d
cape,2,Chemistry,May,2022,1,16,Analytical Methods and Separation Techniques,Ultra Violet (UV/VIS) Spectroscopy,3,C,\text{What transitions are expected from } ( \text{C}_6 \text{H}_5 \text{NO}_2 ) \text{ in a UV-Vis spectrum?},n \rightarrow \pi^* ) \text{ and } ( n \rightarrow \sigma^*,n \rightarrow \sigma^* ) \text{ and } ( \sigma \rightarrow \sigma^* ) \text{ and } ( n \rightarrow \pi^*,\pi \rightarrow \pi^* ) \text{ and } ( n \rightarrow \pi^* ) \text{ and } ( n \rightarrow \sigma^*,\pi \rightarrow \pi^* ) \text{ and } ( n \rightarrow \pi^* ) \text{ and } ( \sigma \rightarrow \sigma^*,"LaTeX(""What transitions are expected from $($C$_6$H$_5$NO$_2 )$ in a UV-Vis spectrum?"").parsingMode(.onlyEquations)","LaTeX(""$n \\rightarrow \\pi^* )$ and $( n \\rightarrow \\sigma^*$"").parsingMode(.onlyEquations)","LaTeX(""$n \\rightarrow \\sigma^* )$ and $( \\sigma \\rightarrow \\sigma^* )$ and $( n \\rightarrow \\pi^*$"").parsingMode(.onlyEquations)","LaTeX(""$\\pi \\rightarrow \\pi^* )$ and $( n \\rightarrow \\pi^* )$ and $( n \\rightarrow \\sigma^*$"").parsingMode(.onlyEquations)","LaTeX(""$\\pi \\rightarrow \\pi^* )$ and $( n \\rightarrow \\pi^* )$ and $( \\sigma \\rightarrow \\sigma^*$"").parsingMode(.onlyEquations)",What transitions are expected from $($C$_6$H$_5$NO$_2 )$ in a UV-Vis spectrum?,$n \rightarrow \pi^* )$ and $( n \rightarrow \sigma^*$,$n \rightarrow \sigma^* )$ and $( \sigma \rightarrow \sigma^* )$ and $( n \rightarrow \pi^*$,$\pi \rightarrow \pi^* )$ and $( n \rightarrow \pi^* )$ and $( n \rightarrow \sigma^*$,$\pi \rightarrow \pi^* )$ and $( n \rightarrow \pi^* )$ and $( \sigma \rightarrow \sigma^*$,cape_2_chemistry_may_2022_1_16,cape_2_chemistry_may_2022_1_16_a,cape_2_chemistry_may_2022_1_16_b,cape_2_chemistry_may_2022_1_16_c,cape_2_chemistry_may_2022_1_16_d
cape,2,Chemistry,May,2022,1,22,Analytical Methods and Separation Techniques,Mass Spectroscopy,2,D,\text{Which of the following species is NOT a significant fragment from the mass spectrum of ethanol?},\text{OH}^-,\text{CH}_3^+,\text{C}_2 \text{H}_5^+,\text{C}_2 \text{H}_5 \text{OH}^+,"LaTeX(""Which of the following species is NOT a significant fragment from the mass spectrum of ethanol?"").parsingMode(.onlyEquations)","LaTeX(""OH$^-$"").parsingMode(.onlyEquations)","LaTeX(""CH$_3^+$"").parsingMode(.onlyEquations)","LaTeX(""C$_2$H$_5^+$"").parsingMode(.onlyEquations)","LaTeX(""C$_2$H$_5$OH$^+$"").parsingMode(.onlyEquations)",Which of the following species is NOT a significant fragment from the mass spectrum of ethanol?,OH$^-$,CH$_3^+$,C$_2$H$_5^+$,C$_2$H$_5$OH$^+$,cape_2_chemistry_may_2022_1_22,cape_2_chemistry_may_2022_1_22_a,cape_2_chemistry_may_2022_1_22_b,cape_2_chemistry_may_2022_1_22_c,cape_2_chemistry_may_2022_1_22_d
cape,2,Chemistry,May,2022,1,31,Industry and Environment,Sulphuric Acid,2,B,"\text{In one of the steps involved in the manufacture of sulfuric acid, sulfur dioxide and oxygen are mixed to form sulfur trioxide according to the following equation:}
( 2 \text{SO}_2 \text{(g)} + \text{O}_2 \text{(g)} \rightarrow 2 \text{SO}_3 \text{(g)} )
\text{Which of the following options describes the effect of adding the catalyst } ( \text{V}_2 \text{O}_5 ) \text{ to the mixture?}",\text{Equilibrium Yield: Increases; Reaction Rate: Increases},\text{Equilibrium Yield: No change; Reaction Rate: Increases},\text{Equilibrium Yield: No change; Reaction Rate: No change},\text{Equilibrium Yield: Increases; Reaction Rate: No change},"LaTeX(""In one of the steps involved in the manufacture of sulfuric acid, sulfur dioxide and oxygen are mixed to form sulfur trioxide according to the following equation:\n$( 2$SO$_2$(g)$+$O$_2$(g)$\\rightarrow 2$SO$_3$(g)$)$\nWhich of the following options describes the effect of adding the catalyst $($V$_2$O$_5 )$ to the mixture?"").parsingMode(.onlyEquations)","LaTeX(""Equilibrium Yield: Increases; Reaction Rate: Increases"").parsingMode(.onlyEquations)","LaTeX(""Equilibrium Yield: No change; Reaction Rate: Increases"").parsingMode(.onlyEquations)","LaTeX(""Equilibrium Yield: No change; Reaction Rate: No change"").parsingMode(.onlyEquations)","LaTeX(""Equilibrium Yield: Increases; Reaction Rate: No change"").parsingMode(.onlyEquations)","In one of the steps involved in the manufacture of sulfuric acid, sulfur dioxide and oxygen are mixed to form sulfur trioxide according to the following equation:
$( 2$SO$_2$(g)$+$O$_2$(g)$\rightarrow 2$SO$_3$(g)$)$
Which of the following options describes the effect of adding the catalyst $($V$_2$O$_5 )$ to the mixture?",Equilibrium Yield: Increases; Reaction Rate: Increases,Equilibrium Yield: No change; Reaction Rate: Increases,Equilibrium Yield: No change; Reaction Rate: No change,Equilibrium Yield: Increases; Reaction Rate: No change,cape_2_chemistry_may_2022_1_31,cape_2_chemistry_may_2022_1_31_a,cape_2_chemistry_may_2022_1_31_b,cape_2_chemistry_may_2022_1_31_c,cape_2_chemistry_may_2022_1_31_d
